word,3gab.txt,3gar.txt,3stu.txt,abbe.txt,advs.txt,bery.txt,blac.txt,blan.txt,blue.txt,bosc.txt,bruc.txt,cano.txt,card.txt,case.txt,chas.txt,cnus.txt,copp.txt,cree.txt,croo.txt,danc.txt,devi.txt,dyin.txt,empt.txt,engr.txt,fina.txt,five.txt,glor.txt,gold.txt,gree.txt,houn.txt,iden.txt,illu.txt,lady.txt,last.txt,lion.txt,lstb.txt,maza.txt,mems.txt,miss.txt,musg.txt,nava.txt,nobl.txt,norw.txt,prio.txt,redc.txt,redh.txt,reig.txt,resi.txt,reti.txt,retn.txt,scan.txt,seco.txt,shos.txt,sign.txt,silv.txt,sixn.txt,soli.txt,spec.txt,stoc.txt,stud.txt,suss.txt,thor.txt,twis.txt,vall.txt,veil.txt,wist.txt,yell.txt
weaknesses,,,,,1,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
weal,,,,,,,,,,,,4,,3,,1,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
weald,4,,,,,,1,,,,,7,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,
weals,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wealth,,,,1,3,,,,2,,,23,,1,1,22,,,,,,,,,,,1,1,,3,,1,,,,1,,2,1,,1,,1,,,,,,,6,,,,1,,,1,1,,2,,,,4,,1,
wealthiest,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
wealthy,,,,,2,,1,,,2,,13,,,1,13,,,,,,,,,,,1,,2,1,,,1,,,1,,3,1,,,,,,,,,,,4,,,,,,1,,,,1,,,,1,,,
weaned,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
weapon,,,,,8,,3,,,4,,56,,10,,46,,,2,,,,4,2,1,,1,1,1,2,,1,,,,,,11,,,1,,,,,,1,,,11,2,,,1,4,2,1,,,3,,9,,10,,,
weapons,,1,,1,,,,,,,,16,,4,1,12,,,1,,,,,,,,,,,,,,,,,,,3,,1,,,,,,,1,,,3,,1,,3,,,,,,,2,1,,3,,,
wear,,1,,,9,,,1,2,,,15,,2,,13,2,,1,,,,,,,,1,,,,2,,,,,,,3,,,,,,,,,,1,,,2,,,,,,,1,,,,,,1,,,
wearer,,,,,1,,,,1,,,2,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
wearied,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
wearily,1,,,1,,,,,,,,4,,1,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,
weariness,,,,,1,1,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wearing,,,,,3,,,,,,,17,,,,17,1,,,2,1,,,,,,,1,2,2,1,,,,,1,,3,,,,,,,,,,,,4,1,,,2,,,1,,1,1,,,,1,,,
wearisome,,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wears,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weary,,,,,12,1,,,,1,,50,1,5,,45,1,1,,,,,,3,,,1,1,,5,,,1,,,2,,5,1,,2,,,1,,1,,2,2,5,,,1,9,,,2,2,,6,,,3,1,1,,
weasel,,,,,,,,,,,,2,,,,2,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
weather,,,,,6,,1,1,1,,,31,,2,1,29,1,,1,,,,,,,2,1,2,,4,,,,,,1,,4,,,1,1,1,1,,,,1,1,7,1,,,2,,1,,,,3,,,,2,,1,
weave,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weaver,,,,,1,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weavers,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
weaving,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
web,,,,,2,,,,,,,8,,,,8,,,,1,,,,,2,2,,,,,,,,,,,,2,,,,,1,,,,,,,2,,,,1,,,,,,,,,,1,,,
wed,,,,,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1
wedded,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
wedding,,,,,22,,,,,,,53,,1,2,52,,,,1,,,,,,,,,,,4,1,1,,,1,,,,,,16,1,,,,,,,5,,,,,,,1,2,,5,,,,19,,,
wedged,,,,,1,,,,,,,3,,,,3,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,
wedlock,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
wednesday,,,,,4,,1,,,1,,13,1,,,13,,,,,,2,,,,,,,1,,,,,,,3,,3,,,,1,,,,,,,,1,,,,,,,,,2,,,,2,2,,,
wee,,,,,1,,,,,1,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
weed,,,,,1,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weedy,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
week,2,1,,1,27,,4,3,2,,2,136,5,19,,117,3,1,1,3,,,1,,2,1,1,1,1,5,2,2,4,7,3,26,1,18,,4,,3,,,4,9,2,1,2,21,2,1,4,5,,1,9,2,6,7,,,3,8,,4,
weeklies,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weekly,,,,,1,,,,,1,,3,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
weeks,,,1,,17,,2,,2,,1,72,,3,,69,1,,,1,1,,1,,,6,2,1,2,5,1,,4,,,9,,15,,,6,2,,1,1,3,,1,,9,,,1,1,,,2,2,1,8,1,1,,5,,2,3
weep,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weeping,,,,,,,,,,,,5,,,,5,,,1,,,1,,,,,1,,,,,,,,,1,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
wei,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weigh,,,,,1,,,,,,,3,,,,3,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,
weighed,,,,,2,,,,,,,6,,,,6,1,,,,,,,,1,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
weighing,,,,,1,,,,,,,5,,,,5,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,,,1,,,1,,,,
weighs,,,,,,,,,,,,2,,,,2,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
weight,,,,,7,,1,,2,2,,40,,3,,37,,,,,,,1,1,,,,,3,5,1,,,,,,,10,,2,,,,4,,,2,,,7,1,1,,5,,,,,1,,,3,,3,,,2
weighted,,,,,2,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,2,,,
weighting,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
weights,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
weighty,,,,,,,,,,,1,2,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
weird,,,,,1,,,,,,,7,,,,7,,,,,,1,,,,,,1,,1,1,,,,,2,,,1,,,,,,,,,,,2,,,,,,,,,,1,,,,,,1,
weirdest,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weiss,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
welbeck,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
welcome,1,1,1,,1,,,1,,,,40,1,6,,34,,,,,1,,,,,,,,,4,,,,1,1,4,,1,1,,,,,1,,,,1,,5,,,,4,,2,,,,2,,2,1,13,,1,
welcomed,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
welcomes,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
welfare,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
well,39,34,23,25,201,12,21,17,30,14,23,1595,13,278,14,1317,22,13,10,17,18,21,17,9,14,18,11,34,16,111,14,26,21,28,15,171,24,169,16,8,37,13,31,31,26,26,10,19,17,303,13,22,34,92,13,39,13,9,15,68,6,38,21,202,15,20,16
wellington,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
wells,,2,,,,,1,,,,,16,,2,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,11,,,
welsh,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
welted,,,,1,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,
wench,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
went,,4,4,4,68,13,5,1,7,5,5,330,14,23,2,307,5,,8,1,3,1,4,8,2,5,5,6,,27,3,2,4,1,4,40,,44,4,4,6,8,5,4,4,8,3,2,1,55,2,4,3,20,4,4,8,2,4,23,1,3,2,30,4,8,6
wept,,,,,,,,,,,,4,,1,,3,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
were,12,13,33,34,349,25,42,28,27,34,42,2332,36,227,19,2105,31,30,35,32,42,9,39,39,19,28,54,35,31,207,24,18,20,13,36,223,8,340,21,28,47,20,32,36,28,25,26,27,8,402,26,20,12,156,25,28,34,43,20,169,22,23,27,259,16,33,29
weren,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,
wessex,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,
wesson,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
west,1,2,,,12,1,1,,,2,35,85,,3,,82,2,,1,,3,,,2,,1,1,,,9,,,,1,,39,,7,,2,,,,2,,2,,2,,4,,1,,1,1,,,2,,6,,,,4,,,
westaway,,,,,2,,,,,,,2,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westbury,,,,,1,,,,,,5,6,,,,6,,,,,,,,,,,,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
western,,,,,1,,,,,,,9,,1,,8,,,,,,,1,,,,,,,4,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,
westhouse,,,,,2,,,,,,,2,,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westminster,,,,,,,,,,,1,12,,,,12,,,,,,,,,,,,,,,,,2,,,3,,,,,,,,,,,,,,7,,6,,2,,,1,,,,,,,,,,
westmoreland,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westphail,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
wests,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
westville,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
westward,,,,,1,,,,,1,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,1,,,
wet,,,,,4,1,,,,,,29,,1,,28,,,,,2,,2,,,1,,,,2,,1,,,,3,,7,,,3,1,,1,1,,,,,6,1,1,,3,2,2,,,2,2,,,,1,,,
whale,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
whaler,,,,,,,2,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
wharf,,,,,3,,,,,,,14,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,3,,,,
wharfingers,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wharves,,,,,2,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
what,41,26,23,36,390,43,35,30,32,37,40,2356,27,360,18,1996,36,27,26,20,26,19,16,22,22,28,30,27,23,210,23,32,35,21,24,247,36,311,26,32,44,31,26,32,42,43,23,19,35,353,32,44,33,120,33,26,24,35,28,127,26,32,28,238,18,37,31
whatever,1,1,,1,16,3,2,2,2,2,2,95,2,14,,81,,,,1,2,2,1,,1,,,1,1,7,2,2,1,,,15,2,8,,1,1,2,2,1,1,,2,,4,10,1,,,7,1,1,,4,1,9,1,1,,9,,5,
wheal,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
wheat,,1,,,,,,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
wheatfields,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
wheel,,,,,1,,,,,,,10,,,,10,,,,,,,,,,,,1,2,2,,,,,,,,2,1,,,,,2,,,,,,4,1,,,,,,,,,,,,,1,,,
wheeled,,,,,1,,,,,,,6,,,,6,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,2,,,1,,,,
wheeler,,,,,4,,1,,1,,,15,,,,15,,,,,,,,,,,,,1,,3,,,,,1,,3,,,1,,1,1,1,,,,,4,,,,2,,1,,,1,1,,,,,,,
wheelers,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wheels,,,,,7,,,,,2,,29,,2,1,27,,,,,,1,,1,,,,1,,5,,,,,,2,,,2,,,,,,,,,,,5,3,,1,2,,,1,,,6,,1,1,,,1,
wheezed,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wheezing,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
wheezy,2,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
when,20,14,28,33,322,40,26,24,15,30,23,1881,37,219,16,1662,23,11,29,25,19,8,21,30,17,22,29,23,12,143,26,15,15,23,20,184,12,283,24,33,43,25,28,28,26,26,24,19,17,313,31,18,17,95,25,24,19,29,20,141,12,36,25,181,21,33,32
whence,,,,,6,1,,1,,1,1,25,,2,,23,,1,,,1,,,1,,1,,,,7,,,,1,,3,,,,,,,,2,,,,,,3,1,,,2,,1,,1,,2,,,,,,,
whenever,,,,,2,,,,,,1,8,,,,8,1,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,1,,,,,,2,,,,1,,,
where,5,5,12,5,121,19,7,5,11,11,17,766,8,89,1,677,3,7,8,5,8,2,7,12,9,8,11,13,12,82,9,13,13,2,12,60,10,122,11,13,19,5,9,23,4,11,15,3,4,127,9,12,5,60,19,14,8,11,5,36,5,15,12,69,1,5,8
whereabouts,,,,,2,,,,,,,11,,,,11,,,,,,,,1,,,,,1,,,,,,,,,3,,,,1,,,,,,,,1,,,,3,,,1,,1,2,,,,,,,1
whereas,,,,,,,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,2,,1,,,,1,,,,1,,,
whereat,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whereby,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wherein,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
wherever,,,1,,1,1,,,,,,12,1,1,,11,,,,1,,,,,,,,,,,,,,,,2,,2,,,1,,,1,,,1,,1,3,,,,1,,,,,,1,,,,1,,1,
wherry,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
whether,2,,1,,43,1,1,2,4,4,2,152,2,11,1,141,12,,1,3,2,2,,3,1,1,2,1,6,19,2,4,1,,1,13,,23,3,,6,2,3,2,2,3,2,,,19,6,1,,11,2,3,,4,2,9,1,1,1,4,,2,1
whetstone,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
which,23,21,24,54,771,62,55,48,62,70,60,4276,63,458,41,3818,75,52,57,69,103,33,71,68,76,77,47,65,49,417,47,48,26,25,60,410,18,645,49,77,76,41,67,53,36,48,57,59,29,711,55,48,37,241,70,67,48,96,43,316,31,57,70,307,28,62,34
whichever,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,
whiff,,,,,,,,,,,,3,1,,,3,,,,1,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
while,3,3,3,2,66,4,3,1,4,6,1,319,8,27,,292,4,2,4,3,5,,3,6,2,4,9,5,5,24,4,2,2,4,4,30,2,59,1,6,4,5,3,1,6,7,5,5,1,31,8,4,1,30,15,2,1,7,3,31,5,2,7,21,,4,1
whilst,,,,,,,,,,,,2,,,,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
whim,,,,1,2,,,,,,,6,,,,6,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,
whimper,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
whimpering,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
whims,,,,,1,,,,,,,2,,,,2,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
whimsical,,2,,,2,,,,2,,,10,,5,,5,,1,,,,,,,,,,,,,,1,,,,1,1,,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,
whine,,,,,1,,,,,,,4,,,,4,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,
whined,,,,,1,,,,1,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,
whining,,,,,,,,,,,,7,,2,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,2,,,,,,1,,,,2,,,
whip,,,,,4,,,,,,,19,,2,,17,,,,1,,,,,,,,,,1,2,,,,1,2,,1,,,,,,,1,,,,,2,,,,,,,1,1,1,7,,,1,,1,1,
whipcord,,,,,3,,,,,1,,4,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,
whiplash,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped,,,,,,,1,,,,,12,,1,,11,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,4,,,,,,3,,1,,1,,,
whips,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
whirl,,,,,,,,,,,,6,,,,6,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,1,,,1,,,2,,,,,,,
whirled,,,,,,,,,,,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,
whirling,,,,,1,,,,,,,3,,,,3,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,
whirls,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
whirlwind,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whishing,,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whisk,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,
whisked,,1,,,,,,,,,,7,,2,,5,,,,,,,,,,,,,,1,,,,,,1,,2,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,1,1
whiskered,,,,,1,,,,,,,3,,,,3,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
whiskers,,,,,7,,1,,2,,,18,,1,,17,1,,1,,,,1,,,,,,,1,4,,,,,,1,3,,,,,,,,,,1,,3,,,,2,1,1,,,,1,,,,,,,
whiskey,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,2,,,,,,,
whisky,,,,,2,,2,,,,,11,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,2,,,,,,,,,,,,,,7,,,
whisper,,1,,,1,,1,,,,,24,,5,,19,,1,,,,1,,,,,1,,,3,1,1,,,,3,,2,1,,,,,,1,,,,,2,,,,2,,,,,,3,1,1,,3,,1,1
whispered,,,,1,16,,,,1,,,46,,,2,46,1,,,,,2,1,5,1,,,,,5,,,,,,2,,3,1,,,,,2,,3,,,,9,1,,,3,1,2,,3,1,1,,,2,7,,,
whispering,,,,,1,,,,,,,4,,1,,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,
whispers,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
whist,,,,,,,,,,,,3,,,,3,,,,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,
whistle,,,,1,10,,,,1,,1,21,1,,,21,,,,,,,1,,1,,,,,,,,,,,2,,2,,,,,,,,,1,,,3,,,,1,,1,,8,,1,,,1,2,,,
whistled,1,,,,2,,,,,,,10,,1,,9,,,,1,,,1,,,,,,,,,,,,,,,3,,,,,,,,,1,1,,3,1,,,,1,1,,,,1,,,1,,,,
whistles,,,,,2,,,,,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,
whistling,,,,,,,,,,,,4,,,,4,,,,,,1,,,1,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
whitaker,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
white,,,2,3,29,2,3,4,7,1,1,237,2,11,1,226,4,,2,3,4,1,4,,2,1,1,3,2,22,1,4,,,1,25,,20,3,,2,2,2,4,3,5,,1,1,34,3,3,,34,4,2,1,3,2,24,,1,,38,,14,4
whitehall,,,,,,,,,,,1,10,,2,,8,,,,,,,,,,,,,1,,,,,,,1,2,3,,,2,,,,,,,,,4,,4,,,,,,,,,,,,,,,
whiten,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
whitened,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whiteness,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whitening,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
whiter,,,,,1,1,,,,,,3,,1,,2,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
whitewashed,,,,,4,,,1,,,,9,,1,,8,1,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,1,,,,,,,,1,,1,,,1,,,,
whither,,,,,1,,,,,1,,6,,2,,4,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,
